id,raw_text,cleaned_text,created_at,sentiment_score,sentiment_label,party
417,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-24 14:11:14.659316,0.0,Neutral,BJP
418,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-07 14:11:14.659316,0.0,Neutral,Other
419,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-06 14:11:14.659316,0.25,Positive,Other
420,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-05 14:11:14.659316,0.0772,Positive,Other
421,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-07 14:11:14.659316,0.0,Neutral,Other
422,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-04-02 14:11:14.659316,0.0,Neutral,AAP
423,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-04-04 14:11:14.659316,0.25,Positive,Other
424,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-28 14:11:14.659316,0.0,Neutral,AAP
425,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-16 14:11:14.659316,0.743,Positive,Other
426,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-30 14:11:14.659316,0.743,Positive,Other
427,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-13 14:11:14.659316,0.0,Neutral,BJP
428,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-26 14:11:14.659316,0.743,Positive,Other
429,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-15 14:11:14.659316,0.0516,Positive,AAP
430,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-07 14:11:14.659316,0.5574,Positive,Other
431,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-09 14:11:14.659316,0.3818,Positive,AAP
432,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-31 14:11:14.659316,-0.5994,Negative,Other
433,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-28 14:11:14.659316,0.0,Neutral,BJP
434,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-31 14:11:14.659316,0.25,Positive,Other
435,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-13 14:11:14.659316,0.296,Positive,BJP
436,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-29 14:11:14.659316,0.743,Positive,Other
437,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-09 14:11:14.659316,0.0,Neutral,BJP
438,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-29 14:11:14.659316,0.0772,Positive,Other
439,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-19 14:11:14.659316,0.4588,Positive,AAP
440,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-19 14:11:14.659316,0.3818,Positive,AAP
441,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-28 14:11:14.659316,0.4215,Positive,Other
442,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-12 14:11:14.659316,-0.1779,Negative,BJP
443,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-10 14:11:14.659316,0.0772,Positive,Other
444,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-14 14:11:14.659316,-0.5994,Negative,Other
445,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-04-02 14:11:14.659316,0.296,Positive,BJP
446,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-04-01 14:11:14.659316,0.6369,Positive,AAP
447,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-16 14:11:14.659316,0.4215,Positive,Other
448,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-31 14:11:14.659316,0.5859,Positive,AAP
449,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-08 14:11:14.659316,0.4588,Positive,AAP
450,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-21 14:11:14.659316,0.0,Neutral,AAP
451,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-12 14:11:14.659316,0.0772,Positive,Other
452,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-22 14:11:14.659316,0.4215,Positive,Other
453,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-21 14:11:14.659316,0.0,Neutral,Other
454,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-28 14:11:14.659316,0.4767,Positive,AAP
455,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-28 14:11:14.659316,0.4215,Positive,Other
456,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-04-01 14:11:14.659316,0.743,Positive,Other
457,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-17 14:11:14.659316,0.5859,Positive,AAP
458,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-14 14:11:14.659316,0.296,Positive,BJP
459,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-04-01 14:11:14.659316,0.0772,Positive,Other
460,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-18 14:11:14.659316,0.0516,Positive,AAP
461,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-04-03 14:11:14.659316,0.4019,Positive,BJP
462,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-28 14:11:14.659316,0.0,Neutral,Other
463,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-16 14:11:14.659316,0.0772,Positive,Other
464,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-14 14:11:14.659316,0.6801,Positive,BJP
465,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-14 14:11:14.659316,0.25,Positive,Other
466,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-08 14:11:14.659316,0.0,Neutral,AAP
467,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-10 14:11:14.659316,-0.5994,Negative,Other
468,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-28 14:11:14.659316,0.5859,Positive,AAP
469,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-01 14:11:14.659316,0.0,Neutral,AAP
470,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-04-02 14:11:14.659316,0.296,Positive,BJP
471,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-04-01 14:11:14.659316,0.0,Neutral,BJP
472,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-20 14:11:14.659316,0.3818,Positive,AAP
473,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-31 14:11:14.659316,0.0,Neutral,BJP
474,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-05 14:11:14.659316,0.296,Positive,BJP
475,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-13 14:11:14.659316,0.25,Positive,Other
476,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-28 14:11:14.659316,0.7184,Positive,BJP
477,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-24 14:11:14.659316,0.0516,Positive,AAP
478,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-04-04 14:11:14.659316,0.5859,Positive,AAP
479,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-07 14:11:14.659316,0.5574,Positive,Other
480,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-23 14:11:14.659316,0.743,Positive,Other
481,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-15 14:11:14.659316,0.0,Neutral,AAP
482,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-30 14:11:14.659316,0.0,Neutral,AAP
483,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-28 14:11:14.659316,0.4767,Positive,AAP
484,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-13 14:11:14.659316,0.6369,Positive,AAP
485,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-28 14:11:14.659316,0.3818,Positive,AAP
486,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-18 14:11:14.659316,0.0,Neutral,AAP
487,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-12 14:11:14.659316,0.296,Positive,BJP
488,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-17 14:11:14.659316,-0.1779,Negative,BJP
489,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-30 14:11:14.659316,0.0,Neutral,Other
490,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-10 14:11:14.659316,-0.1779,Negative,BJP
491,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-13 14:11:14.659316,-0.5994,Negative,Other
492,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-13 14:11:14.659316,0.4215,Positive,Other
493,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-24 14:11:14.659316,0.4588,Positive,AAP
494,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-27 14:11:14.659316,0.3818,Positive,AAP
495,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-03 14:11:14.659316,0.0,Neutral,AAP
496,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-17 14:11:14.659316,0.296,Positive,BJP
497,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-25 14:11:14.659316,0.0,Neutral,Other
498,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-12 14:11:14.659316,0.3818,Positive,AAP
499,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-24 14:11:14.659316,0.6801,Positive,BJP
500,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-27 14:11:14.659316,0.3818,Positive,AAP
501,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-24 14:25:56.308162,0.296,Positive,BJP
502,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-05 14:25:56.318495,0.25,Positive,Other
503,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-20 14:25:56.318495,0.0516,Positive,AAP
504,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-19 14:25:56.318495,0.5859,Positive,AAP
505,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-24 14:25:56.318495,0.0772,Positive,Other
506,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-06 14:25:56.318495,0.0,Neutral,BJP
507,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-04-03 14:25:56.318495,0.0516,Positive,AAP
508,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-31 14:25:56.318495,0.5574,Positive,Other
509,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-30 14:25:56.318495,0.296,Positive,BJP
510,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-14 14:25:56.318495,0.0,Neutral,BJP
511,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-23 14:25:56.318495,-0.5994,Negative,Other
512,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-12 14:25:56.318495,0.0,Neutral,AAP
513,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-17 14:25:56.318495,0.0,Neutral,BJP
514,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-22 14:25:56.318495,0.0772,Positive,Other
515,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-13 14:25:56.318495,0.4215,Positive,Other
516,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-18 14:25:56.318495,0.4215,Positive,Other
517,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-19 14:25:56.318495,0.6369,Positive,AAP
518,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-04-04 14:25:56.318495,0.25,Positive,Other
519,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-13 14:25:56.318495,0.0,Neutral,BJP
520,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-17 14:25:56.318495,0.0,Neutral,BJP
521,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-21 14:25:56.318495,0.0,Neutral,BJP
522,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-17 14:25:56.318495,0.25,Positive,Other
523,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-23 14:25:56.318495,-0.1779,Negative,BJP
524,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-07 14:25:56.318495,0.743,Positive,Other
525,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-20 14:25:56.318495,0.4588,Positive,AAP
526,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-19 14:25:56.318495,0.0,Neutral,Other
527,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-31 14:25:56.318495,0.25,Positive,Other
528,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-18 14:25:56.318495,0.296,Positive,BJP
529,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-04-03 14:25:56.318495,0.296,Positive,BJP
530,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-23 14:25:56.318495,0.0,Neutral,AAP
531,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-27 14:25:56.318495,0.4019,Positive,BJP
532,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-04-04 14:25:56.318495,0.6369,Positive,AAP
533,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-14 14:25:56.318495,-0.1779,Negative,BJP
534,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-04-04 14:25:56.318495,0.4019,Positive,BJP
535,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-09 14:25:56.318495,0.0,Neutral,Other
536,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-20 14:25:56.318495,0.6801,Positive,BJP
537,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-13 14:25:56.318495,0.6369,Positive,AAP
538,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-27 14:25:56.318495,0.0772,Positive,Other
539,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-11 14:25:56.318495,0.6801,Positive,BJP
540,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-21 14:25:56.318495,-0.1779,Negative,BJP
541,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-10 14:25:56.318495,0.0,Neutral,BJP
542,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-21 14:25:56.318495,0.0,Neutral,Other
543,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-04-02 14:25:56.318495,0.4019,Positive,BJP
544,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-31 14:25:56.318495,0.296,Positive,BJP
545,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-06 14:25:56.318495,0.7184,Positive,BJP
546,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-31 14:25:56.318495,0.0,Neutral,AAP
547,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-27 14:25:56.318495,0.0516,Positive,AAP
548,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-12 14:25:56.318495,0.0,Neutral,AAP
549,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-06 14:25:56.318495,0.4588,Positive,AAP
550,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-08 14:25:56.318495,0.743,Positive,Other
551,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-09 14:25:56.318495,0.0772,Positive,Other
552,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-17 14:25:56.318495,0.5574,Positive,Other
553,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-20 14:25:56.318495,0.25,Positive,Other
554,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-06 14:25:56.318495,0.4215,Positive,Other
555,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-29 14:25:56.318495,0.5574,Positive,Other
556,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-18 14:25:56.318495,0.0,Neutral,Other
557,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-30 14:25:56.318495,0.0,Neutral,Other
558,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-27 14:25:56.318495,0.4767,Positive,AAP
559,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-24 14:25:56.318495,0.4588,Positive,AAP
560,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-12 14:25:56.318495,0.0,Neutral,Other
561,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-14 14:25:56.318495,0.5859,Positive,AAP
562,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-08 14:25:56.318495,0.0,Neutral,BJP
563,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-21 14:25:56.318495,0.4019,Positive,BJP
564,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-04-02 14:25:56.318495,-0.1779,Negative,BJP
565,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-04-01 14:25:56.318495,0.5859,Positive,AAP
566,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-29 14:25:56.318495,0.743,Positive,Other
567,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-19 14:25:56.318495,0.0,Neutral,BJP
568,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-14 14:25:56.318495,0.0772,Positive,Other
569,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-21 14:25:56.318495,0.5859,Positive,AAP
570,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-10 14:25:56.318495,0.4019,Positive,BJP
571,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-28 14:25:56.318495,0.0,Neutral,BJP
572,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-04-01 14:25:56.318495,0.0,Neutral,BJP
573,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-04-01 14:25:56.318495,0.3818,Positive,AAP
574,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-09 14:25:56.318495,0.5859,Positive,AAP
575,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-21 14:25:56.318495,0.296,Positive,BJP
576,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-19 14:25:56.318495,0.5859,Positive,AAP
577,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-11 14:25:56.318495,0.25,Positive,Other
578,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-10 14:25:56.318495,0.7184,Positive,BJP
579,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-29 14:25:56.318495,-0.1779,Negative,BJP
580,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-14 14:25:56.318495,0.0516,Positive,AAP
581,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-16 14:25:56.318495,0.25,Positive,Other
582,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-09 14:25:56.318495,-0.1779,Negative,BJP
583,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-16 14:25:56.318495,0.296,Positive,BJP
584,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-21 14:25:56.318495,0.0772,Positive,Other
585,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-11 14:25:56.318495,0.6801,Positive,BJP
586,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-09 14:25:56.318495,0.6801,Positive,BJP
587,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-27 14:25:56.318495,0.4215,Positive,Other
588,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-04-01 14:25:56.318495,0.0516,Positive,AAP
589,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-15 14:25:56.318495,0.7184,Positive,BJP
590,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-27 14:25:56.318495,0.4019,Positive,BJP
591,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-09 14:25:56.318495,0.4588,Positive,AAP
592,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-05 14:25:56.318495,-0.1779,Negative,BJP
593,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-24 14:25:56.318495,0.0772,Positive,Other
594,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-13 14:25:56.318495,0.4215,Positive,Other
595,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-14 14:25:56.318495,0.25,Positive,Other
596,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-19 14:25:56.318495,0.743,Positive,Other
597,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-14 14:25:56.318495,0.3818,Positive,AAP
598,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-04-02 14:25:56.318495,0.296,Positive,BJP
599,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-11 14:25:56.318495,0.0,Neutral,AAP
600,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-14 14:25:56.318495,-0.1779,Negative,BJP
601,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-17 14:30:09.397766,0.743,Positive,Other
602,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-10 14:30:09.397766,0.5574,Positive,Other
603,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-24 14:30:09.397766,0.0,Neutral,Other
604,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-12 14:30:09.397766,0.25,Positive,Other
605,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-04-01 14:30:09.397766,0.0,Neutral,AAP
606,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-11 14:30:09.397766,0.0,Neutral,Other
607,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-22 14:30:09.397766,0.6369,Positive,AAP
608,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-04-03 14:30:09.397766,0.0516,Positive,AAP
609,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-10 14:30:09.397766,-0.5994,Negative,Other
610,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-26 14:30:09.397766,0.25,Positive,Other
611,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-03 14:30:09.397766,0.0,Neutral,AAP
612,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-10 14:30:09.397766,-0.5994,Negative,Other
613,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-20 14:30:09.397766,0.0,Neutral,BJP
614,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-15 14:30:09.397766,0.4588,Positive,AAP
615,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-23 14:30:09.397766,0.4215,Positive,Other
616,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-24 14:30:09.397766,0.4215,Positive,Other
617,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-13 14:30:09.397766,0.6801,Positive,BJP
618,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-24 14:30:09.397766,0.0,Neutral,BJP
619,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-30 14:30:09.397766,0.0772,Positive,Other
620,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-30 14:30:09.397766,0.7184,Positive,BJP
621,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-29 14:30:09.397766,-0.5994,Negative,Other
622,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-11 14:30:09.397766,0.296,Positive,BJP
